name,address,phone,website,rating,reviewsCount,category,hours,reviews,isSponsored,url
"Realistic Realtors","315-316, 3rd Floor, Time Tower, Mehrauli-Gurgaon Rd, Gurugram, Haryana 122009","0124 470 7000","https://realisticrealtors.com/","4.1","4","Real estate agency","","","false","https://www.google.com/maps/place/Realistic+Realtors/@28.4514856,77.0567599,14z/data=!3m1!5s0x390d19221c996d4f:0x7598fbb47d83ccfe!4m10!1m2!2m1!1ssearch+query+Real+Estate+Gurgaon+sector+43!3m6!1s0x390d191f5b587a37:0x3f449b3101c4eaba!8m2!3d28.4782543!4d77.0761504!15sCipzZWFyY2ggcXVlcnkgUmVhbCBFc3RhdGUgR3VyZ2FvbiBzZWN0b3IgNDNaLCIqc2VhcmNoIHF1ZXJ5IHJlYWwgZXN0YXRlIGd1cmdhb24gc2VjdG9yIDQzkgEScmVhbF9lc3RhdGVfYWdlbmN5mgEkQ2hkRFNVaE5NRzluUzBWUU0wcDNjRE53YlRsRGRUQjNSUkFC4AEA-gEECAAQJQ!16s%2Fg%2F1td1hchd"
"Sehrawat Estates","Sehrawat Estates, Golf Course Rd, opposite Global Floyr, Sector 42, Gurugram, Haryana 122009","099909 01473","http://www.sehrawatestates.com/","4.9","4","Real estate consultant","Tuesday9 am–9 pmSuggest new hours","","false","https://www.google.com/maps/place/Sehrawat+Estates/@28.4514856,77.0567599,14z/data=!4m10!1m2!2m1!1ssearch+query+Real+Estate+Gurgaon+sector+43!3m6!1s0x390d192795c154e3:0xce5ffa74f829681f!8m2!3d28.4607647!4d77.0963351!15sCipzZWFyY2ggcXVlcnkgUmVhbCBFc3RhdGUgR3VyZ2FvbiBzZWN0b3IgNDNaLCIqc2VhcmNoIHF1ZXJ5IHJlYWwgZXN0YXRlIGd1cmdhb24gc2VjdG9yIDQzkgEWcmVhbF9lc3RhdGVfY29uc3VsdGFudOABAA!16s%2Fg%2F11t6tn78n5"
"Absolute Realty Zone (A Pvt. Ltd. Firm)","Ground Floor, G-413A, near MKM Market Road, Extn, Sushant Lok 2, Sector 57, Gurugram, Haryana 122011","099100 14437","https://www.absoluterealtyzone.com/","5","5","Real estate consultant","Tuesday9 am–8 pmSuggest new hours","","false","https://www.google.com/maps/place/Absolute+Realty+Zone+(A+Pvt.+Ltd.+Firm)/@28.4514856,77.0567599,14z/data=!4m10!1m2!2m1!1ssearch+query+Real+Estate+Gurgaon+sector+43!3m6!1s0x390d23214e933991:0xeec513d509ae5a34!8m2!3d28.4246109!4d77.0855106!15sCipzZWFyY2ggcXVlcnkgUmVhbCBFc3RhdGUgR3VyZ2FvbiBzZWN0b3IgNDNaLCIqc2VhcmNoIHF1ZXJ5IHJlYWwgZXN0YXRlIGd1cmdhb24gc2VjdG9yIDQzkgEWcmVhbF9lc3RhdGVfY29uc3VsdGFudJoBJENoZERTVWhOTUc5blMwVkpRMEZuVFVSUmNuTlhjMmRCUlJBQuABAPoBBQjNARAw!16s%2Fg%2F11qzcpxy9z"
"Royal Estate Agency : Property Dealer Sushant Lok Phase 1","Basement Plot No, :, near Vyphar Kendra, Block A, Sushant Lok Phase I, Sector 43, Gurugram, Haryana 122001","098103 14524","","5","5","Real estate consultant","Tuesday10 am–7 pmSuggest new hours","","false","https://www.google.com/maps/place/Royal+Estate+Agency+:+Property+Dealer+Sushant+Lok+Phase+1/@28.4514856,77.0567599,14z/data=!4m10!1m2!2m1!1ssearch+query+Real+Estate+Gurgaon+sector+43!3m6!1s0x390d196dcb2ea9ff:0xa0683ef66ccb88f5!8m2!3d28.4683647!4d77.0795293!15sCipzZWFyY2ggcXVlcnkgUmVhbCBFc3RhdGUgR3VyZ2FvbiBzZWN0b3IgNDNaLCIqc2VhcmNoIHF1ZXJ5IHJlYWwgZXN0YXRlIGd1cmdhb24gc2VjdG9yIDQzkgEWcmVhbF9lc3RhdGVfY29uc3VsdGFudJoBRENpOURRVWxSUVVOdlpFTm9kSGxqUmpsdlQycG9jVmxZY0VOVFdGSlhaVmhSZVZVemJFOWpSamgzWlc1S2FtTnVZeEFC4AEA-gEECAAQRg!16s%2Fg%2F11xlfhxcmd"
"Shree Pittambraa Properties - Best Property Dealer in Gurgaon","Bharat Petroleum, 268P Sector 38 Gurgaon, Haryana (Oppo, Sector 47, Gurugram, Haryana 122001","098119 90766","","4.6","4","Real estate agency","Tuesday9 am–8 pm","","false","https://www.google.com/maps/place/Shree+Pittambraa+Properties+-+Best+Property+Dealer+in+Gurgaon/@28.4514856,77.0567599,14z/data=!4m10!1m2!2m1!1ssearch+query+Real+Estate+Gurgaon+sector+43!3m6!1s0x390d1908183f100f:0xb85906a5564508a2!8m2!3d28.4334342!4d77.0475309!15sCipzZWFyY2ggcXVlcnkgUmVhbCBFc3RhdGUgR3VyZ2FvbiBzZWN0b3IgNDNaLCIqc2VhcmNoIHF1ZXJ5IHJlYWwgZXN0YXRlIGd1cmdhb24gc2VjdG9yIDQzkgEScmVhbF9lc3RhdGVfYWdlbmN5mgFEQ2k5RFFVbFJRVU52WkVOb2RIbGpSamx2VDJzMVVrNUdSbTFWYlRsMlZEQndkVk5YT1c1bFYxb3dWakpLTlZVell4QULgAQD6AQQIQxBG!16s%2Fg%2F1tfrvwqs"
"Solitaire Realtors","Ground Floor, Sushant shopping arcade, D-113, B Block Dr, Sushant Lok Phase I, Sector 43, Gurugram, Haryana 122009","097184 29990","","5","5","Real estate agent","Tuesday10 am–8 pmSuggest new hours","","false","https://www.google.com/maps/place/Solitaire+Realtors/@28.4334342,77.0094221,14z/data=!4m10!1m2!2m1!1ssearch+query+Real+Estate+Gurgaon+sector+43!3m6!1s0x390d1904d4c10eaf:0xda7a10dd0e0cd271!8m2!3d28.460185!4d77.0790598!15sCipzZWFyY2ggcXVlcnkgUmVhbCBFc3RhdGUgR3VyZ2FvbiBzZWN0b3IgNDNaLCIqc2VhcmNoIHF1ZXJ5IHJlYWwgZXN0YXRlIGd1cmdhb24gc2VjdG9yIDQzkgEScmVhbF9lc3RhdGVfYWdlbnRzmgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVVJmTm5KRVZXbDNSUkFC4AEA-gEECAAQOg!16s%2Fg%2F11lzmz7z_3"
"Amit Bhatia - The Realty World","Level 2, Second Floor, Bestech Centre Point, near IFFCO Chowk Metro Station, A Block, Sushant Lok Phase I, Sector 43, Gurugram, Haryana 122002","","https://therealtyworld.com/","5","5","Real estate agency","Tuesday10 am–6 pmSuggest new hours","","false","https://www.google.com/maps/place/Amit+Bhatia+-+The+Realty+World/@28.4334342,77.0094221,14z/data=!4m10!1m2!2m1!1ssearch+query+Real+Estate+Gurgaon+sector+43!3m6!1s0x390ce34ed01e5df3:0x4dbc676e83c8925a!8m2!3d28.4683317!4d77.0789124!15sCipzZWFyY2ggcXVlcnkgUmVhbCBFc3RhdGUgR3VyZ2FvbiBzZWN0b3IgNDNaLCIqc2VhcmNoIHF1ZXJ5IHJlYWwgZXN0YXRlIGd1cmdhb24gc2VjdG9yIDQzkgEScmVhbF9lc3RhdGVfYWdlbmN54AEA!16s%2Fg%2F11lfqm0bfy"
"Finmart Realty","Plot Number 882, Golf Crse Rd, opposite Galaxy Apartments, Sector 43, Gurugram, Haryana 122009","","https://www.finmartrealty.com/","5","5","Real estate agency","Tuesday9 am–9 pmSuggest new hours","","false","https://www.google.com/maps/place/Finmart+Realty/@28.4334342,77.0094221,14z/data=!4m10!1m2!2m1!1ssearch+query+Real+Estate+Gurgaon+sector+43!3m6!1s0x390d18c919cde6d9:0x4bceb2a69004d8f1!8m2!3d28.4550917!4d77.0945278!15sCipzZWFyY2ggcXVlcnkgUmVhbCBFc3RhdGUgR3VyZ2FvbiBzZWN0b3IgNDNaLCIqc2VhcmNoIHF1ZXJ5IHJlYWwgZXN0YXRlIGd1cmdhb24gc2VjdG9yIDQzkgEScmVhbF9lc3RhdGVfYWdlbmN5mgFEQ2k5RFFVbFJRVU52WkVOb2RIbGpSamx2VDJzd01GSkZkSFpYVjJSdFlsaHNUMUl4UWxCak1sVXpZMGRyZDFKSVl4QULgAQD6AQQIABAk!16s%2Fg%2F11xrld57m1"
"Bajrang Society","C-Block, GH 24, near Ambience Public School, Harizan Colony, Sector 43, Gurugram, Haryana 122009","","","4.5","4","Housing development","TuesdayOpen 24 hoursSuggest new hours","","false","https://www.google.com/maps/place/Bajrang+Society/@28.4550917,77.056419,14z/data=!4m10!1m2!2m1!1ssearch+query+Real+Estate+Gurgaon+sector+43!3m6!1s0x390d18c815588f85:0x1159279843e5fa9e!8m2!3d28.4520774!4d77.0920452!15sCipzZWFyY2ggcXVlcnkgUmVhbCBFc3RhdGUgR3VyZ2FvbiBzZWN0b3IgNDNaLCIqc2VhcmNoIHF1ZXJ5IHJlYWwgZXN0YXRlIGd1cmdhb24gc2VjdG9yIDQzkgETaG91c2luZ19kZXZlbG9wbWVudJoBI0NoWkRTVWhOTUc5blMwVkpRMEZuU1VSUE0weDFaMlZuRUFF4AEA-gEECAAQHg!16s%2Fg%2F11g65flbdh"
"YHATAW Real Estate Facilitators Pvt. Ltd.","Emaar Mgf Capital Tower Tower 1, 507, Sikanderpur, Sector 26, Gurugram, Haryana 122002","1800 890 9109","https://www.yhataw.com/","4.7","4","Real estate consultant","Tuesday9 am–8 pmSuggest new hours","","false","https://www.google.com/maps/place/YHATAW+Real+Estate+Facilitators+Pvt.+Ltd./@28.4550917,77.056419,14z/data=!4m10!1m2!2m1!1ssearch+query+Real+Estate+Gurgaon+sector+43!3m6!1s0x390d1f4c6422fbe7:0xe3fe343574bbaa3c!8m2!3d28.481319!4d77.107188!15sCipzZWFyY2ggcXVlcnkgUmVhbCBFc3RhdGUgR3VyZ2FvbiBzZWN0b3IgNDNaLCIqc2VhcmNoIHF1ZXJ5IHJlYWwgZXN0YXRlIGd1cmdhb24gc2VjdG9yIDQzkgEWcmVhbF9lc3RhdGVfY29uc3VsdGFudOABAA!16s%2Fg%2F11rg08y1j9"
